,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
23584500,0,433.195485,3.246753321,1,0.0001,0.0002
23585400,0,433.195485,3.246753321,1,0.0001,0.0002
23586300,0,424.1664154,3.246753321,1,0.0001,0.0002
23587200,0,419.6123912,3.246753321,1,0.0001,0.0002
23588100,0,419.6123912,3.246753321,1,0.0001,0.0002
23589000,0,424.4504875,3.246753321,1,0.0001,0.0002
23589900,0,436.4110812,3.246753321,1,0.0001,0.0002
23590800,0,441.2003979,3.246753321,1,0.0001,0.0002
23591700,0,436.6785058,3.240638908,1,0.0001,0.0002
23592600,0,451.4080748,3.234524495,1,0.0001,0.0002
23593500,0,451.4080748,3.228410082,1,0.0001,0.0002
23594400,0,448.2121234,3.222295669,1,0.0001,0.0002
23595300,0,451.4203217,3.222295669,1,0.0001,0.0002
23596200,0,451.4203217,3.222295669,1,0.0001,0.0002
23597100,0,464.642506,3.222295669,1,0.0001,0.0002
23598000,0,467.222275,3.222295669,1,0.0001,0.0002
23598900,0,467.222275,3.213294843,1,0.0001,0.0002
23599800,0,469.4609984,3.204294017,1,0.0001,0.0002
23600700,0,482.7452144,3.195293191,1,0.0001,0.0002
23601600,0,479.8878589,3.186292365,1,0.0001,0.0002
23602500,0,469.6618118,3.186292365,1,0.0001,0.0002
23603400,0,542.5696816,3.186292365,1,0.0001,0.0002
23604300,0,542.5696816,3.186292365,1,0.0001,0.0002
23605200,0,591.0316902,3.186292365,1,0.0001,0.0002
23606100,0,646.6013635,3.177490453,1,0.0001,0.0002
23607000,0,646.6013635,3.16868854,1,0.0001,0.0002
23607900,0,562.5382121,3.159886628,1,0.0001,0.0002
23608800,0,642.5229927,3.151084715,1,0.0001,0.0002
23609700,0,642.5229927,3.164361757,1,0.0001,0.0002
23610600,0.000274007,632.8566217,3.1776388,1,0.0001,0.0002
23611500,0.005583335,580.7066204,3.190915842,1,0.0001,0.0002
23612400,0.041976521,586.6665656,3.204192884,1,0.0001,0.0002
23613300,0.104299919,621.6856608,3.202695598,1,0.0001,0.0002
23614200,0.10442858,766.9374795,3.201198311,1,0.0001,0.0002
23615100,0.06533738,766.9374795,3.199701025,1,0.0001,0.0002
23616000,0.053119933,709.8411329,3.198203738,1,0.0001,0.0002
23616900,0.055454393,657.2669518,3.202712484,1,0.0001,0.0002
23617800,0.055734911,657.2669518,3.20722123,1,0.0001,0.0002
23618700,0.053886729,722.1239952,3.211729976,1,0.0001,0.0002
23619600,0.051124368,615.5639449,3.216238722,1,0.0001,0.0002
23620500,0.048805027,615.5639449,3.226959518,1,0.0001,0.0002
23621400,0.048293479,531.1457482,3.237680314,1,0.0001,0.0002
23622300,0.05030224,559.8651588,3.248401109,1,0.0001,0.0002
23623200,0.054432426,573.1367798,3.259121905,1,0.0001,0.0002
23624100,0.060200896,653.3177966,3.283086037,1,0.0001,0.0002
23625000,0.070385113,518.5747082,3.307050168,1,0.0001,0.0002
23625900,0.098231621,518.5747082,3.3310143,1,0.0001,0.0002
23626800,0.138655192,490.0641961,3.354978431,1,0.0001,0.0002
23627700,0.183271952,474.2656785,3.348451236,1,0.0001,0.0002
23628600,0.227495782,474.2656785,3.341924041,1,0.0001,0.0002
23629500,0.298392281,418.522776,3.335396845,1,0.0001,0.0002
23630400,0.368655193,385.1384382,3.32886965,1,0.0001,0.0002
23631300,0.43923129,385.1384382,3.332120499,1,0.0001,0.0002
23632200,0.479793932,353.3420266,3.335371349,1,0.0001,0.0002
23633100,0.507566783,353.192812,3.338622198,1,0.0001,0.0002
23634000,0.516891269,347.4159299,3.341873047,1,0.0001,0.0002
23634900,0.510140081,331.394948,3.346797222,1,0.0001,0.0002
23635800,0.483519863,346.4253465,3.351721396,1,0.0001,0.0002
23636700,0.425972309,346.4253465,3.356645571,1,0.0001,0.0002
23637600,0.353241367,330.1108013,3.361569745,1,0.0001,0.0002
23638500,0.289358085,320.2289697,3.334408773,1,0.0001,0.0002
23639400,0.264277174,320.2289697,3.307247801,1,0.0001,0.0002
23640300,0.260286323,313.930405,3.280086828,1,0.0001,0.0002
23641200,0.267565177,323.9508816,3.252925856,1,0.0001,0.0002
23642100,0.260566677,323.9508816,3.233311739,1,0.0001,0.0002
23643000,0.233832833,313.6403422,3.213697622,1,0.0001,0.0002
23643900,0.19732097,289.5980711,3.194083505,1,0.0001,0.0002
23644800,0.158839808,273.892271,3.174469388,1,0.0001,0.0002
23645700,0.121141992,294.5158914,3.177425132,1,0.0001,0.0002
23646600,0.096399164,273.141342,3.180380877,1,0.0001,0.0002
23647500,0.072447851,292.1269019,3.183336621,1,0.0001,0.0002
23648400,0.04920808,292.062516,3.186292365,1,0.0001,0.0002
23649300,0.028735667,306.5384215,3.196813142,1,0.0001,0.0002
23650200,0.013215829,306.5384215,3.207333919,1,0.0001,0.0002
23651100,0.003769134,395.2779511,3.217854695,1,0.0001,0.0002
23652000,0,301.1434712,3.228375472,1,0.0001,0.0002
23652900,0,301.1434712,3.229901169,1,0.0001,0.0002
23653800,0,309.9873714,3.231426867,1,0.0001,0.0002
23654700,0,453.8910653,3.232952564,1,0.0001,0.0002
23655600,0,551.6943619,3.234478261,1,0.0001,0.0002
23656500,0,416.0177534,3.229918376,1,0.0001,0.0002
23657400,0,340.5691214,3.225358491,1,0.0001,0.0002
23658300,0,340.5691214,3.220798607,1,0.0001,0.0002
23659200,0,343.0230887,3.216238722,1,0.0001,0.0002
23660100,0,400.5873583,3.217752959,1,0.0001,0.0002
23661000,0,400.5873583,3.219267196,1,0.0001,0.0002
23661900,0,405.8261996,3.220781432,1,0.0001,0.0002
23662800,0,408.9068667,3.222295669,1,0.0001,0.0002
23663700,0,408.9068667,3.236184874,1,0.0001,0.0002
23664600,0,356.8090121,3.25007408,1,0.0001,0.0002
23665500,0,381.3634239,3.263963285,1,0.0001,0.0002
23666400,0,380.2013134,3.27785249,1,0.0001,0.0002
23667300,0,410.7584997,3.285777665,1,0.0001,0.0002
23668200,0,378.5989427,3.293702841,1,0.0001,0.0002
23669100,0,378.5989427,3.301628016,1,0.0001,0.0002
23670000,0,385.0588352,3.309553191,1,0.0001,0.0002
23670900,0,385.1622056,3.311156657,1,0.0001,0.0002
23671800,0,385.1622056,3.312760123,1,0.0001,0.0002
23672700,0,394.2721994,3.314363588,1,0.0001,0.0002
23673600,0,402.3202011,3.315967054,1,0.0001,0.0002
23674500,0,402.3202011,3.315967054,1,0.0001,0.0002
23675400,0,400.5513664,3.315967054,1,0.0001,0.0002
23676300,0,403.613667,3.315967054,1,0.0001,0.0002
23677200,0,403.1050945,3.315967054,1,0.0001,0.0002
23678100,0,403.3790751,3.322443552,1,0.0001,0.0002
23679000,0,404.4920109,3.328920051,1,0.0001,0.0002
23679900,0,404.4920109,3.335396549,1,0.0001,0.0002
23680800,0,405.5666883,3.341873047,1,0.0001,0.0002
23681700,0,401.7591693,3.348451537,1,0.0001,0.0002
23682600,0,401.7591693,3.355030028,1,0.0001,0.0002
23683500,0,411.0536311,3.361608518,1,0.0001,0.0002
23684400,0,407.9280457,3.368187008,1,0.0001,0.0002
23685300,0,407.9280457,3.371515256,1,0.0001,0.0002
23686200,0,401.9323187,3.374843504,1,0.0001,0.0002
23687100,0,406.3371168,3.378171752,1,0.0001,0.0002
23688000,0,400.312795,3.3815,1,0.0001,0.0002
23688900,0,385.3522344,3.378171752,1,0.0001,0.0002
23689800,0,452.6784339,3.374843504,1,0.0001,0.0002
23690700,0,452.6784339,3.371515256,1,0.0001,0.0002
23691600,0,494.8766275,3.368187008,1,0.0001,0.0002
23692500,0,544.8478169,3.356741712,1,0.0001,0.0002
23693400,0,544.8478169,3.345296417,1,0.0001,0.0002
23694300,0,455.724297,3.333851121,1,0.0001,0.0002
23695200,0,531.5735949,3.322405825,1,0.0001,0.0002
23696100,0,531.5735949,3.324021781,1,0.0001,0.0002
23697000,0,527.2007697,3.325637738,1,0.0001,0.0002
23697900,0,475.3797187,3.327253694,1,0.0001,0.0002
23698800,0.004300505,481.5109378,3.32886965,1,0.0001,0.0002
23699700,0.014470474,512.5990103,3.340359831,1,0.0001,0.0002
23700600,0.023326955,653.1528802,3.351850013,1,0.0001,0.0002
23701500,0.030173703,653.1528802,3.363340194,1,0.0001,0.0002
23702400,0.036154312,591.4774874,3.374830375,1,0.0001,0.0002
23703300,0.04271658,532.0952104,3.388356749,1,0.0001,0.0002
23704200,0.053044931,532.0952104,3.401883124,1,0.0001,0.0002
23705100,0.07483079,592.1147965,3.415409498,1,0.0001,0.0002
23706000,0.110045308,481.3659228,3.428935872,1,0.0001,0.0002
23706900,0.150988534,481.3659228,3.43936874,1,0.0001,0.0002
23707800,0.160958255,392.4262593,3.449801608,1,0.0001,0.0002
23708700,0.158836569,420.4513597,3.460234475,1,0.0001,0.0002
23709600,0.154002883,432.9401142,3.470667343,1,0.0001,0.0002
23710500,0.146791879,514.4904613,3.479557372,1,0.0001,0.0002
23711400,0.149117415,393.3194086,3.488447401,1,0.0001,0.0002
23712300,0.156449204,393.3194086,3.49733743,1,0.0001,0.0002
23713200,0.169441492,365.5871438,3.506227459,1,0.0001,0.0002
23714100,0.175372958,356.6494136,3.515301547,1,0.0001,0.0002
23715000,0.165613741,356.6494136,3.524375635,1,0.0001,0.0002
23715900,0.13680847,308.4708589,3.533449722,1,0.0001,0.0002
23716800,0.104366721,284.3321372,3.54252381,1,0.0001,0.0002
23717700,0.083657985,284.3321372,3.538871724,1,0.0001,0.0002
23718600,0.077189242,263.0148032,3.535219637,1,0.0001,0.0002
23719500,0.076776862,272.7178865,3.531567551,1,0.0001,0.0002
23720400,0.07755019,270.8737624,3.527915464,1,0.0001,0.0002
23721300,0.076435773,268.6578192,3.45608764,1,0.0001,0.0002
23722200,0.071023928,305.4979392,3.384259816,1,0.0001,0.0002
23723100,0.063772068,305.4979392,3.312431991,1,0.0001,0.0002
23724000,0.056227105,311.5698781,3.240604167,1,0.0001,0.0002
23724900,0.049444208,312.1568204,3.231501346,1,0.0001,0.0002
23725800,0.044249435,312.1568204,3.222398526,1,0.0001,0.0002
23726700,0.039927617,316.7511499,3.213295705,1,0.0001,0.0002
23727600,0.036293612,338.5074709,3.204192884,1,0.0001,0.0002
23728500,0.03334742,338.5074709,3.195292348,1,0.0001,0.0002
23729400,0.031622601,340.0813833,3.186391813,1,0.0001,0.0002
23730300,0.033182593,329.9978538,3.177491277,1,0.0001,0.0002
23731200,0.035652926,317.207392,3.168590741,1,0.0001,0.0002
23732100,0.035999131,345.472231,3.161323331,1,0.0001,0.0002
23733000,0.031862761,329.1570316,3.154055921,1,0.0001,0.0002
23733900,0.025742879,329.1570316,3.146788511,1,0.0001,0.0002
23734800,0.01905664,345.9319279,3.139521101,1,0.0001,0.0002
23735700,0.012709341,351.4005163,3.133802483,1,0.0001,0.0002
23736600,0.007136516,351.4005163,3.128083866,1,0.0001,0.0002
23737500,0.002091944,452.1503086,3.122365248,1,0.0001,0.0002
23738400,0,361.3593413,3.11664663,1,0.0001,0.0002
23739300,0,361.3593413,3.119495485,1,0.0001,0.0002
23740200,0,372.6134044,3.122344339,1,0.0001,0.0002
23741100,0,521.2248929,3.125193194,1,0.0001,0.0002
23742000,0,614.9830376,3.128042048,1,0.0001,0.0002
23742900,0,487.1741986,3.125193194,1,0.0001,0.0002
23743800,0,413.5675098,3.122344339,1,0.0001,0.0002
23744700,0,413.5675098,3.119495485,1,0.0001,0.0002
23745600,0,418.3030931,3.11664663,1,0.0001,0.0002
23746500,0,478.8961563,3.115229973,1,0.0001,0.0002
23747400,0,478.8961563,3.113813315,1,0.0001,0.0002
23748300,0,486.2615023,3.112396658,1,0.0001,0.0002
23749200,0,485.9335497,3.11098,1,0.0001,0.0002
23750100,0,485.9335497,3.115245512,1,0.0001,0.0002
23751000,0,447.834081,3.119511024,1,0.0001,0.0002
23751900,0,481.9852407,3.123776536,1,0.0001,0.0002
23752800,0,483.8444974,3.128042048,1,0.0001,0.0002
23753700,0,517.9536116,3.128042048,1,0.0001,0.0002
23754600,0,494.3699662,3.128042048,1,0.0001,0.0002
23755500,0,494.3699662,3.128042048,1,0.0001,0.0002
23756400,0,506.490869,3.128042048,1,0.0001,0.0002
23757300,0,516.5316812,3.123776536,1,0.0001,0.0002
23758200,0,516.5316812,3.119511024,1,0.0001,0.0002
23759100,0,538.6001747,3.115245512,1,0.0001,0.0002
23760000,0,557.5825021,3.11098,1,0.0001,0.0002
23760900,0,557.5825021,3.109568485,1,0.0001,0.0002
23761800,0,575.0931543,3.108156969,1,0.0001,0.0002
23762700,0,588.2195622,3.106745454,1,0.0001,0.0002
23763600,0,586.9053678,3.105333938,1,0.0001,0.0002
23764500,0,599.2773584,3.105333938,1,0.0001,0.0002
23765400,0,610.4790871,3.105333938,1,0.0001,0.0002
23766300,0,610.4790871,3.105333938,1,0.0001,0.0002
23767200,0,642.2027337,3.105333938,1,0.0001,0.0002
23768100,0,649.6514895,3.101129966,1,0.0001,0.0002
23769000,0,649.6514895,3.096925995,1,0.0001,0.0002
23769900,0,668.0114816,3.092722023,1,0.0001,0.0002
23770800,0,666.6858966,3.088518051,1,0.0001,0.0002
23771700,0,666.6858966,3.085740607,1,0.0001,0.0002
23772600,0,682.3498838,3.082963162,1,0.0001,0.0002
23773500,0,675.5717231,3.080185718,1,0.0001,0.0002
23774400,0,686.5369449,3.077408273,1,0.0001,0.0002
23775300,0,665.4951189,3.078794493,1,0.0001,0.0002
23776200,0,704.8405727,3.080180713,1,0.0001,0.0002
23777100,0,704.8405727,3.081566933,1,0.0001,0.0002
23778000,0,808.4420613,3.082953153,1,0.0001,0.0002
23778900,0,836.3072745,3.087141948,1,0.0001,0.0002
23779800,0,836.3072745,3.091330743,1,0.0001,0.0002
23780700,0,789.9576852,3.095519538,1,0.0001,0.0002
23781600,0,806.741097,3.099708333,1,0.0001,0.0002
23782500,0,806.741097,3.109661525,1,0.0001,0.0002
23783400,0,872.1580118,3.119614717,1,0.0001,0.0002
23784300,0,905.2964344,3.129567909,1,0.0001,0.0002
23785200,0.007233023,882.0831805,3.139521101,1,0.0001,0.0002
23786100,0.025188349,896.581147,3.148258173,1,0.0001,0.0002
23787000,0.038677557,875.2018407,3.156995245,1,0.0001,0.0002
23787900,0.04830706,875.2018407,3.165732316,1,0.0001,0.0002
23788800,0.056512658,926.7678155,3.174469388,1,0.0001,0.0002
23789700,0.065093801,1114.790064,3.175944513,1,0.0001,0.0002
23790600,0.07704327,1114.790064,3.177419638,1,0.0001,0.0002
23791500,0.10069776,980.8855095,3.178894763,1,0.0001,0.0002
23792400,0.125815611,941.5296029,3.180369888,1,0.0001,0.0002
23793300,0.147615142,941.5296029,3.187828542,1,0.0001,0.0002
23794200,0.15343616,985.7185977,3.195287195,1,0.0001,0.0002
23795100,0.120933132,915.451726,3.202745849,1,0.0001,0.0002
23796000,0.093211897,888.9047404,3.210204503,1,0.0001,0.0002
23796900,0.081372383,912.9130422,3.217804419,1,0.0001,0.0002
23797800,0.0865391,903.4752866,3.225404335,1,0.0001,0.0002
23798700,0.103197586,903.4752866,3.233004251,1,0.0001,0.0002
23799600,0.129561572,875.0209041,3.240604167,1,0.0001,0.0002
23800500,0.153817701,888.3983162,3.253068029,1,0.0001,0.0002
23801400,0.172634016,888.3983162,3.265531891,1,0.0001,0.0002
23802300,0.183717242,1068.625101,3.277995753,1,0.0001,0.0002
23803200,0.19465252,844.9992093,3.290459615,1,0.0001,0.0002
23804100,0.20684027,844.9992093,3.30168438,1,0.0001,0.0002
23805000,0.226684084,662.0345283,3.312909145,1,0.0001,0.0002
23805900,0.24164078,665.4275055,3.324133909,1,0.0001,0.0002
23806800,0.255502305,670.5338428,3.335358674,1,0.0001,0.0002
23807700,0.266846567,602.4186206,3.325718909,1,0.0001,0.0002
23808600,0.281605359,530.3247497,3.316079144,1,0.0001,0.0002
23809500,0.287716315,530.3247497,3.30643938,1,0.0001,0.0002
23810400,0.293551487,491.5173533,3.296799615,1,0.0001,0.0002
23811300,0.306705764,521.5261628,3.266217058,1,0.0001,0.0002
23812200,0.311286032,521.5261628,3.235634502,1,0.0001,0.0002
23813100,0.299214976,531.2710198,3.205051945,1,0.0001,0.0002
23814000,0.274172979,547.7212585,3.174469388,1,0.0001,0.0002
23814900,0.243287169,547.7212585,3.167175111,1,0.0001,0.0002
23815800,0.212355296,484.3721215,3.159880834,1,0.0001,0.0002
23816700,0.177436159,577.4279242,3.152586556,1,0.0001,0.0002
23817600,0.13650905,617.9412752,3.145292279,1,0.0001,0.0002
23818500,0.101918559,580.1895461,3.133896293,1,0.0001,0.0002
23819400,0.069376253,549.6294674,3.122500306,1,0.0001,0.0002
23820300,0.038428174,549.6294674,3.11110432,1,0.0001,0.0002
23821200,0.020140582,630.3008809,3.099708333,1,0.0001,0.0002
23822100,0.008038235,706.7800427,3.098307018,1,0.0001,0.0002
23823000,0.001478842,706.7800427,3.096905704,1,0.0001,0.0002
23823900,0.000286488,564.6636342,3.095504389,1,0.0001,0.0002
23824800,0,593.1888883,3.094103074,1,0.0001,0.0002
23825700,0,593.1888883,3.08717184,1,0.0001,0.0002
23826600,0,636.6856657,3.080240605,1,0.0001,0.0002
23827500,0,553.6386038,3.073309371,1,0.0001,0.0002
23828400,0,568.2306554,3.066378136,1,0.0001,0.0002
23829300,0,597.7457992,3.065006768,1,0.0001,0.0002
23830200,0,661.8777032,3.063635401,1,0.0001,0.0002
23831100,0,645.8076846,3.062264033,1,0.0001,0.0002
23832000,0,643.3958971,3.060892665,1,0.0001,0.0002
23832900,0,609.1656374,3.054108772,1,0.0001,0.0002
23833800,0,656.6509762,3.047324879,1,0.0001,0.0002
23834700,0,662.5445904,3.040540985,1,0.0001,0.0002
23835600,0,652.8588846,3.033757092,1,0.0001,0.0002
23836500,0,652.8588846,3.035104231,1,0.0001,0.0002
23837400,0,585.0316702,3.03645137,1,0.0001,0.0002
23838300,0,593.0862904,3.037798509,1,0.0001,0.0002
23839200,0,596.4890935,3.039145648,1,0.0001,0.0002
23840100,0,607.7732216,3.051488749,1,0.0001,0.0002
23841000,0,594.5600264,3.063831849,1,0.0001,0.0002
23841900,0,594.5600264,3.07617495,1,0.0001,0.0002
23842800,0,618.5287274,3.088518051,1,0.0001,0.0002
23843700,0,637.4544002,3.084359364,1,0.0001,0.0002
23844600,0,637.4544002,3.080200677,1,0.0001,0.0002
23845500,0,665.0444612,3.07604199,1,0.0001,0.0002
23846400,0,656.3289309,3.071883303,1,0.0001,0.0002
23847300,0,656.3289309,3.07604199,1,0.0001,0.0002
23848200,0,660.8519893,3.080200677,1,0.0001,0.0002
23849100,0,676.3147678,3.084359364,1,0.0001,0.0002
23850000,0,677.8657501,3.088518051,1,0.0001,0.0002
23850900,0,680.307602,3.087126827,1,0.0001,0.0002
23851800,0,696.5775354,3.085735602,1,0.0001,0.0002
23852700,0,706.4098159,3.084344378,1,0.0001,0.0002
23853600,0,711.1612271,3.082953153,1,0.0001,0.0002
23854500,0,724.9002962,3.081566933,1,0.0001,0.0002
23855400,0,724.9002962,3.080180713,1,0.0001,0.0002
23856300,0,800.3388036,3.078794493,1,0.0001,0.0002
23857200,0,802.489231,3.077408273,1,0.0001,0.0002
23858100,0,768.3023836,3.071912901,1,0.0001,0.0002
23859000,0,770.0508953,3.06641753,1,0.0001,0.0002
23859900,0,808.9032119,3.060922158,1,0.0001,0.0002
23860800,0,816.5261584,3.055426786,1,0.0001,0.0002
23861700,0,809.3749818,3.052708435,1,0.0001,0.0002
23862600,0,955.6896087,3.049990084,1,0.0001,0.0002
23863500,0,955.6896087,3.047271732,1,0.0001,0.0002
23864400,0,1055.616429,3.044553381,1,0.0001,0.0002
23865300,0,990.7397574,3.051385862,1,0.0001,0.0002
23866200,0,990.7397574,3.058218342,1,0.0001,0.0002
23867100,0,1093.907225,3.065050823,1,0.0001,0.0002
23868000,0,1053.308864,3.071883303,1,0.0001,0.0002
23868900,0,1053.308864,3.087355243,1,0.0001,0.0002
23869800,0,1003.556149,3.102827183,1,0.0001,0.0002
23870700,0,1042.038265,3.118299122,1,0.0001,0.0002
23871600,0.020881325,1112.492462,3.133771062,1,0.0001,0.0002
23872500,0.06529041,1030.161026,3.143945644,1,0.0001,0.0002
23873400,0.095965512,922.5136297,3.154120225,1,0.0001,0.0002
23874300,0.125801421,922.5136297,3.164294807,1,0.0001,0.0002
23875200,0.154780547,930.0752177,3.174469388,1,0.0001,0.0002
23876100,0.178824997,896.8293473,3.197187442,1,0.0001,0.0002
23877000,0.195426368,896.8293473,3.219905496,1,0.0001,0.0002
23877900,0.206618939,798.6636059,3.242623549,1,0.0001,0.0002
23878800,0.209971415,809.1968537,3.265341603,1,0.0001,0.0002
23879700,0.219023296,809.1968537,3.274797226,1,0.0001,0.0002
23880600,0.229791308,910.335432,3.284252848,1,0.0001,0.0002
23881500,0.239108995,883.7740989,3.293708471,1,0.0001,0.0002
23882400,0.246832563,833.057942,3.303164093,1,0.0001,0.0002
23883300,0.253442125,773.9373156,3.317765506,1,0.0001,0.0002
23884200,0.271169503,728.9410525,3.332366919,1,0.0001,0.0002
23885100,0.364705476,728.9410525,3.346968332,1,0.0001,0.0002
23886000,0.467550625,695.8884737,3.361569745,1,0.0001,0.0002
23886900,0.533385881,608.8502817,3.345377213,1,0.0001,0.0002
23887800,0.52917297,608.8502817,3.32918468,1,0.0001,0.0002
23888700,0.513136552,558.2132874,3.312992148,1,0.0001,0.0002
23889600,0.490592993,554.5048657,3.296799615,1,0.0001,0.0002
23890500,0.45319371,554.5048657,3.288935112,1,0.0001,0.0002
23891400,0.400797141,552.1274521,3.281070609,1,0.0001,0.0002
23892300,0.328101029,644.2824325,3.273206106,1,0.0001,0.0002
23893200,0.251513146,655.5800139,3.265341603,1,0.0001,0.0002
23894100,0.180422618,578.4807737,3.263786679,1,0.0001,0.0002
23895000,0.134739943,562.3173404,3.262231754,1,0.0001,0.0002
23895900,0.103641019,570.4577569,3.26067683,1,0.0001,0.0002
23896800,0.074923742,624.4725928,3.259121905,1,0.0001,0.0002
23897700,0.055703003,677.0118898,3.265377417,1,0.0001,0.0002
23898600,0.050303744,677.0118898,3.27163293,1,0.0001,0.0002
23899500,0.06146278,579.0424859,3.277888442,1,0.0001,0.0002
23900400,0.111094874,574.5545848,3.284143954,1,0.0001,0.0002
23901300,0.206151467,598.1103021,3.267167646,1,0.0001,0.0002
23902200,0.222504312,601.9571353,3.250191338,1,0.0001,0.0002
23903100,0.209895619,610.4500385,3.23321503,1,0.0001,0.0002
23904000,0.192798485,612.0378355,3.216238722,1,0.0001,0.0002
23904900,0.171360978,562.971078,3.205796389,1,0.0001,0.0002
23905800,0.145973955,595.0761252,3.195354055,1,0.0001,0.0002
23906700,0.116077638,595.0761252,3.184911722,1,0.0001,0.0002
23907600,0.084832494,725.2155518,3.174469388,1,0.0001,0.0002
23908500,0.053459933,591.7725077,3.170076672,1,0.0001,0.0002
23909400,0.033178788,591.7725077,3.165683956,1,0.0001,0.0002
23910300,0.009188929,575.3364904,3.16129124,1,0.0001,0.0002
23911200,0,659.7852083,3.156898524,1,0.0001,0.0002
23912100,0,659.7852083,3.142600976,1,0.0001,0.0002
23913000,0,647.0199376,3.128303428,1,0.0001,0.0002
23913900,0,566.4328461,3.114005881,1,0.0001,0.0002
23914800,0,547.2849309,3.099708333,1,0.0001,0.0002
23915700,0,555.0851388,3.096910763,1,0.0001,0.0002
23916600,0,519.252128,3.094113192,1,0.0001,0.0002
23917500,0,561.3492878,3.091315621,1,0.0001,0.0002
23918400,0,561.4304092,3.088518051,1,0.0001,0.0002
23919300,0,553.8766458,3.089914307,1,0.0001,0.0002
23920200,0,553.8766458,3.091310563,1,0.0001,0.0002
23921100,0,524.1874843,3.092706818,1,0.0001,0.0002
23922000,0,554.7052105,3.094103074,1,0.0001,0.0002
23922900,0,588.3028055,3.091315594,1,0.0001,0.0002
23923800,0,594.7015593,3.088528114,1,0.0001,0.0002
23924700,0,652.7240753,3.085740633,1,0.0001,0.0002
23925600,0,689.1409308,3.082953153,1,0.0001,0.0002
23926500,0,633.4390328,3.082953153,1,0.0001,0.0002
23927400,0,657.2740029,3.082953153,1,0.0001,0.0002
23928300,0,657.2740029,3.082953153,1,0.0001,0.0002
23929200,0,697.2957483,3.082953153,1,0.0001,0.0002
23930100,0,685.8823142,3.078809399,1,0.0001,0.0002
23931000,0,685.8823142,3.074665645,1,0.0001,0.0002
23931900,0,687.4473811,3.07052189,1,0.0001,0.0002
23932800,0,714.1768748,3.066378136,1,0.0001,0.0002
23933700,0,714.1768748,3.06913567,1,0.0001,0.0002
23934600,0,693.0755584,3.071893205,1,0.0001,0.0002
23935500,0,715.0451077,3.074650739,1,0.0001,0.0002
23936400,0,719.2509528,3.077408273,1,0.0001,0.0002
23937300,0,731.5795316,3.073279371,1,0.0001,0.0002
23938200,0,758.4929535,3.069150469,1,0.0001,0.0002
23939100,0,758.4929535,3.065021567,1,0.0001,0.0002
23940000,0,787.4422853,3.060892665,1,0.0001,0.0002
23940900,0,752.6345051,3.072002983,1,0.0001,0.0002
23941800,0,752.6345051,3.083113302,1,0.0001,0.0002
23942700,0,756.2384848,3.09422362,1,0.0001,0.0002
23943600,0,751.0575978,3.105333938,1,0.0001,0.0002
23944500,0,751.0575978,3.102526222,1,0.0001,0.0002
23945400,0,745.1868804,3.099718506,1,0.0001,0.0002
23946300,0,765.148068,3.09691079,1,0.0001,0.0002
23947200,0,778.4602092,3.094103074,1,0.0001,0.0002
23948100,0,837.4627588,3.092706818,1,0.0001,0.0002
23949000,0,782.3002278,3.091310563,1,0.0001,0.0002
23949900,0,782.3002278,3.089914307,1,0.0001,0.0002
23950800,0,762.0585979,3.088518051,1,0.0001,0.0002
23951700,0,827.8208341,3.101268814,1,0.0001,0.0002
23952600,0,827.8208341,3.114019576,1,0.0001,0.0002
23953500,0,789.5251121,3.126770339,1,0.0001,0.0002
23954400,0,759.0970229,3.139521101,1,0.0001,0.0002
23955300,0,759.0970229,3.157191952,1,0.0001,0.0002
23956200,5.54E-05,796.8499679,3.174862802,1,0.0001,0.0002
23957100,0.003620247,807.2367317,3.192533653,1,0.0001,0.0002
23958000,0.024759859,809.5165712,3.210204503,1,0.0001,0.0002
23958900,0.055089284,829.2304028,3.213227295,1,0.0001,0.0002
23959800,0.062939996,779.2854075,3.216250086,1,0.0001,0.0002
23960700,0.053030957,779.2854075,3.219272878,1,0.0001,0.0002
23961600,0.051628172,745.3191767,3.222295669,1,0.0001,0.0002
23962500,0.054860582,824.0161201,3.229953216,1,0.0001,0.0002
23963400,0.055919397,824.0161201,3.237610763,1,0.0001,0.0002
23964300,0.051514986,895.9438926,3.245268309,1,0.0001,0.0002
23965200,0.045195246,869.7139668,3.252925856,1,0.0001,0.0002
23966100,0.041551576,848.6986528,3.252925856,1,0.0001,0.0002
23967000,0.044527744,835.4383571,3.252925856,1,0.0001,0.0002
23967900,0.052534077,845.0901723,3.252925856,1,0.0001,0.0002
23968800,0.063648606,814.5845395,3.252925856,1,0.0001,0.0002
23969700,0.076341963,796.8563396,3.285069392,1,0.0001,0.0002
23970600,0.091090865,815.1204625,3.317212928,1,0.0001,0.0002
23971500,0.115028348,750.231458,3.349356464,1,0.0001,0.0002
